date,close,volume,open,high,low
6/22/11,46.0871,97468589,46.4514,46.9857,46.0543
6/23/11,47.3186,139572412,45.5628,47.3843,45.4457
6/24/11,46.6214,109887573,47.3386,47.5928,46.4414
6/27/11,47.4343,84812375,46.7986,47.7,46.75
6/28/11,47.8943,73368002,47.6643,48.1,47.6343
6/29/11,47.72,88123516,48.0057,48.0528,47.4114
6/30/11,47.9528,80686784,47.8143,48.0186,47.5486
7/1/11,49.0371,109926493,47.9928,49.0714,47.7428
7/5/11,49.9186,88675467,49,49.9757,48.9286
7/6/11,50.2514,110994483,49.85,50.5857,49.53
7/7/11,51.0286,99596520,50.6671,51.1428,50.5714
7/8/11,51.3871,122332877,50.4771,51.4286,50.3143
7/11/11,50.5714,110366513,50.9057,51.3957,50.4028
7/12/11,50.5357,112716764,50.5043,51.0971,49.8028
7/13/11,51.1457,97557419,51.19,51.4286,50.9114
7/14/11,51.11,107130272,51.5728,51.6586,50.9057
7/15/11,52.1314,120737646,51.5957,52.1428,51.31
7/18/11,53.4,142687483,52.2043,53.5214,52.1828
7/19/11,53.8357,198837160,54,54.0928,53.3314
7/20/11,55.2714,234799250,56.5886,56.61,55.1428
7/21/11,55.3271,131469069,55.2786,55.7228,54.8428
7/22/11,56.1857,128609149,55.4743,56.4357,55.3928
7/25/11,56.9286,147129404,55.7643,57.1428,55.66
7/26/11,57.63,118968676,57.1428,57.7857,57.0971
7/27/11,56.0843,164365019,57.2271,57.52,56.0214
7/28/11,55.9743,148241774,55.9457,56.7128,55.4471
7/29/11,55.7828,157856347,55.3771,56.45,54.8571
8/1/11,56.6786,152529696,56.8257,57.0714,56.0528
8/2/11,55.5586,159570018,56.8071,56.8428,55.4786
8/3/11,56.0814,184655855,55.8543,56.2214,54.6057
8/4/11,53.91,217337675,55.63,55.9028,53.9071
8/5/11,53.3743,300872480,54.3486,54.7857,51.7957
8/8/11,50.4586,284991925,51.67,52.5386,50.4314
8/9/11,53.43,270036491,51.6143,53.5157,50.7143
8/10/11,51.9557,219333726,53.0214,53.5214,51.7857
8/11/11,53.3857,185283336,52.9314,53.6357,52.1028
8/12/11,53.8557,132123640,54.01,54.2343,53.4614
8/15/11,54.7728,114931004,54.2328,54.9957,54.0128
8/16/11,54.3543,124617257,54.5028,54.7671,53.7228
8/17/11,54.3486,110099393,54.6157,54.9314,54
8/18/11,52.2928,212521674,52.9771,53.2357,51.6243
8/19/11,50.8614,193669478,51.7386,52.4286,50.8571
8/22/11,50.92,133633050,52.0728,52.1257,50.7271
8/23/11,53.3714,163954819,51.4714,53.3771,51
8/24/11,53.74,146323144,53.3528,54.1371,52.9428
8/25/11,53.3886,217625305,52.1543,53.6357,52.1428
8/26/11,54.7971,160158018,53.0243,54.8286,52.9715
8/29/11,55.71,101134490,55.4543,55.9286,55.4286
8/30/11,55.7128,104308921,55.4643,55.9771,55.1728
8/31/11,54.9757,130506429,55.7957,56.0114,54.5514
9/1/11,54.4328,85770886,55.1171,55.3343,54.3886
9/2/11,53.4357,109691503,53.5343,54,53.1186
9/6/11,54.2486,127132428,52.4814,54.3328,52.3543
9/7/11,54.8471,87373746,55.08,55.0857,54.5714
9/8/11,54.8771,103837961,54.6286,55.5157,54.6157
9/9/11,53.9257,141166172,54.8471,55.1428,53.5743
9/12/11,54.2771,116765635,53.2857,54.4114,53.1286
9/13/11,54.9457,110052633,54.5914,55.1728,54.3214
9/14/11,55.6143,133540370,55.2886,56.03,55.1086
9/15/11,56.1371,103610951,55.9186,56.2371,55.7
9/16/11,57.2143,173859192,56.5057,57.2147,56.4328
9/19/11,58.8043,205318042,56.7143,59.0328,56.4578
9/20/11,59.0643,193493638,59.3214,60.4086,58.7414
9/21/11,58.8771,150996555,59.9486,60.2271,58.8571
9/22/11,57.4028,241788403,57.29,58.5457,56.6714
9/23/11,57.7571,136487861,57.1828,58.1057,57.1214
9/26/11,57.5957,203032191,57.1228,57.7114,55.9
9/27/11,57.0371,157716487,58.39,58.4643,56.8657
9/28/11,56.7157,107310242,57.17,57.6771,56.6443
9/29/11,55.7957,162647149,57.4171,57.4586,55.1728
9/30/11,54.4743,136874891,55.3028,55.5557,54.4543
10/3/11,53.5143,166972660,54.3386,54.6628,53.3101
10/4/11,53.2143,308080802,53.51,54.5428,50.6057
10/5/11,54.0357,196160359,52.5514,54.26,51.4714
10/6/11,53.91,202875671,53.3328,54.9686,53.1149
10/7/11,52.8286,133849140,53.6828,53.9628,52.6413
10/10/11,55.5443,110141043,54.1557,55.5443,54.03
10/11/11,57.1843,151188005,56.0814,57.5971,55.9286
10/12/11,57.4557,155337537,58.1914,58.4643,57.1628
10/13/11,58.3471,105774372,57.8543,58.3471,57.55
10/14/11,60.2857,142922473,59.5471,60.2857,59.3243
10/17/11,59.9986,171172941,60.2486,60.9571,59.42
10/18/11,60.32,213231124,60.2514,60.6867,59.4271
10/19/11,56.9457,275674643,57.3357,58.3456,56.8286
10/20/11,56.4728,137224191,57.1428,57.1928,56.3157
10/21/11,56.1243,154943506,56.8714,57.02,55.8214
10/24/11,57.9671,125430938,56.5971,58.0714,56.4857
10/25/11,56.8243,107432952,57.8614,58.0786,56.7686
10/26/11,57.2286,113884784,57.3943,57.5071,56.1644
10/27/11,57.8128,123496347,58.2228,58.4286,57.4128
10/28/11,57.85,80540134,57.5714,58.05,57.5014
10/31/11,57.8257,96335779,57.4886,58.4757,57.2928
11/1/11,56.6443,132769740,56.7728,57.0714,56.1743
11/2/11,56.7728,81719705,57.1557,57.2057,56.4443
11/3/11,57.5814,110279293,57.01,57.6286,56.48
11/4/11,57.1771,75324993,57.4328,57.6343,57.0228
11/7/11,57.1043,67411392,57.13,57.1428,56.59
11/8/11,58.0328,99898290,57.4586,58.2857,57.3657
11/9/11,56.4686,139385792,56.71,57.27,56.3186
11/10/11,55.0314,186111226,56.7186,56.7443,54.5928
11/11/11,54.9457,163319499,55.23,55.5286,54.3228
11/14/11,54.18,108182162,54.7886,55.0357,54.0286
11/15/11,55.5471,107614952,54.4,55.6428,54.2071
11/16/11,54.9671,87102636,55.6071,55.8771,54.9028
11/17/11,53.9157,119918436,54.8543,54.94,53.6428
11/18/11,53.5628,92964578,54.1314,54.2843,53.5543
11/21/11,52.7157,111837844,52.9143,53.0971,52.2728
11/22/11,53.7871,102201781,53.0028,53.99,52.9914
11/23/11,52.4271,107011272,53.5014,53.6914,52.4114
11/25/11,51.9386,63689820,52.6314,53.0214,51.9028
11/28/11,53.7314,86538996,53.1928,53.8171,52.9043
11/29/11,53.3143,93871498,53.6914,54.1186,52.8857
11/30/11,54.6,101253000,54.47,54.6108,54.0428
12/1/11,55.4186,95857679,54.6486,55.5714,54.3928
12/2/11,55.6714,94724238,55.69,56.2328,55.5114
12/5/11,56.1443,89257027,56.2128,56.63,55.7697
12/6/11,55.85,70841701,56.0728,56.3757,55.6257
12/7/11,55.5843,76144063,55.7043,55.8486,55.2518
12/8/11,55.8086,93960468,55.9214,56.5,55.7471
12/9/11,56.2314,74176572,56.1214,56.2914,55.8614
12/12/11,55.9771,74755332,55.9543,56.2714,55.6357
12/13/11,55.5443,84620155,56.1428,56.4857,55.3
12/14/11,54.3128,101456840,55.2428,55.34,53.9543
12/15/11,54.1343,64036768,54.7614,54.82,54.0443
12/16/11,54.4314,105291372,54.3371,54.8786,54.2243
12/19/11,54.6014,58582206,54.6386,54.9786,54.3543
12/20/11,56.5643,84150665,55.3943,56.5857,55.3228
12/21/11,56.635,65476620,56.67,56.7571,56.0014
12/22/11,56.9357,50399476,56.7143,57.0186,56.5857
12/23/11,57.6186,67331438,57.0986,57.6557,57.0707
12/27/11,58.0757,66234181,57.5857,58.4414,57.5743
12/28/11,57.52,57101943,58.1271,58.3214,57.3343
12/29/11,57.8743,53774275,57.6286,57.95,57.2157
12/30/11,57.8571,44900596,57.6443,58.04,57.6414
1/3/12,58.7471,75476123,58.4857,58.9286,58.4286
1/4/12,59.0628,64703000,58.5714,59.24,58.4686
1/5/12,59.7186,67606475,59.2786,59.7928,58.9528
1/6/12,60.3428,79538994,59.9671,60.3928,59.8886
1/9/12,60.2471,98339110,60.7857,61.1071,60.1928
1/10/12,60.4628,64474443,60.8443,60.8571,60.2143
1/11/12,60.3643,53739093,60.3828,60.4071,59.9014
1/12/12,60.1986,53125179,60.3257,60.4143,59.8214
1/13/12,59.9728,56446393,59.9571,60.0643,59.8086
1/17/12,60.6714,60589792,60.6,60.8557,60.4228
1/18/12,61.3014,68859875,60.9943,61.3528,60.9
1/19/12,61.1071,65151043,61.45,61.6241,60.93
1/20/12,60.0428,103061661,61.07,61.0714,59.9643
1/23/12,61.0584,76162193,60.3814,61.2071,60.3286
1/24/12,60.0586,127725188,60.7286,60.7286,59.9357
1/25/12,63.8086,239249712,64.92,64.9214,63.39
1/26/12,63.5186,80913094,64.0514,64.1128,63.3057
1/27/12,63.8971,74902122,63.4771,64.0686,63.3957
1/30/12,64.7157,94626868,63.6728,64.8428,63.6271
1/31/12,65.2114,97874379,65.0843,65.4628,64.7243
2/1/12,65.17,67269418,65.4871,65.57,65.0786
2/2/12,65.0171,46615058,65.1286,65.31,64.8543
2/3/12,65.6686,71618981,65.3286,65.7143,65.08
2/6/12,66.2814,62225658,65.4828,66.4257,65.4573
2/7/12,66.9757,78941684,66.4643,67.1071,66.3687
2/8/12,68.0971,101696381,67.2143,68.1128,67.1
2/9/12,70.4528,220416976,68.68,70.9643,68.6514
2/10/12,70.4886,157587127,70.1371,71.0886,69.7928
2/13/12,71.8,128970559,71.3614,71.9757,71.0128
2/14/12,72.78,114963904,72.0943,72.7943,71.7143
2/15/12,71.0957,374517892,73.4657,75.1843,70.9843
2/16/12,71.7443,235805641,70.2143,72.1271,69.5186
2/17/12,71.7314,133666300,71.8728,72.5385,71.4714
2/21/12,73.55,150412545,72.4114,73.55,72.0171
2/22/12,73.2914,120564116,73.2971,73.6414,72.7243
2/23/12,73.77,141721973,73.5828,73.9756,72.7857
2/24/12,74.63,103715531,74.2385,74.7,74.0914
2/27/12,75.1085,136457481,74.4728,75.5,73.7543
2/28/12,76.4871,149434575,75.4228,76.4871,75.1214
2/29/12,77.4914,237448891,77.3657,78.23,76.5285
3/1/12,77.7814,170563731,78.31,78.3157,76.9671
3/2/12,77.8828,107544392,77.7485,78.1143,77.5028
3/5/12,76.1657,201797181,77.9171,78.2114,75.1428
3/6/12,75.7514,202211301,74.8085,76.2414,73.7458
3/7/12,75.8128,198964910,76.6857,76.8257,74.7571
3/8/12,77.4271,128668929,76.3843,77.57,76.0171
3/9/12,77.8814,104560151,77.7443,78.2485,77.5871
3/12/12,78.8571,101001000,78.426,78.8571,78.1428
3/13/12,81.1571,172173592,79.6485,81.1685,79.3928
3/14/12,84.2257,353599156,82.5785,84.96,82.2
3/15/12,83.6514,289496777,85.6585,85.7157,82.65
3/16/12,83.6528,206076492,83.5314,84.1714,82.5714
3/19/12,85.8714,224435817,85.4814,85.9671,84.15
3/20/12,86.5657,203497481,85.6443,86.7,83.1428
3/21/12,86.0714,160447118,86.1057,87.0928,85.9157
3/22/12,85.62,155867437,85.3971,86.3571,85.0757
3/23/12,85.15,107403062,85.7843,85.9714,84.9144
3/26/12,86.7114,148719035,85.6843,86.7357,85.0371
3/27/12,87.7828,151353625,86.5971,88.04,86.58
3/28/12,88.2314,163667329,88.34,88.7785,87.1871
3/29/12,87.1228,151111705,87.54,88.08,86.7471
3/30/12,85.65,182067395,86.9671,87.2228,85.42
4/2/12,88.3757,149091365,85.9757,88.3957,85.7685
4/3/12,89.9028,208117692,89.6143,90.3157,88.93
4/4/12,89.1871,142980433,89.1928,89.4085,88.1428
4/5/12,90.5257,159997578,89.5685,90.6657,89.0571
4/9/12,90.89,149052655,89.4471,91.4057,89.3285
4/10/12,89.7771,221909237,91.4185,92,89.4285
4/11/12,89.4571,173844142,90.8857,90.9814,89.0489
4/12/12,88.9671,153188746,89.2857,90.19,88.6428
4/13/12,86.4614,214640084,89.1585,89.2428,86.2157
4/16/12,82.8757,262356159,87.1514,87.1828,82.6071
4/17/12,87.1,255328647,82.7057,87.1428,81.7014
4/18/12,86.9057,238277411,87.6743,88.6071,86.1014
4/19/12,83.92,208302982,85.7457,86.3903,83.5028
4/20/12,81.8543,257480867,84.4828,84.9457,81.4885
4/23/12,81.6714,241398292,81.5157,82.3814,79.5171
4/24/12,80.04,263552249,80.3728,81.0985,79.2857
4/25/12,87.1428,225862488,87.9478,88.2857,86.5714
4/26/12,86.8143,133588810,87.7528,87.8128,86.0185
4/27/12,86.1428,101533910,86.4385,86.5971,85.7857
4/30/12,83.4257,126321688,85.4,85.4857,83.2857
5/1/12,83.1614,152492176,83.5571,85.2514,83.0328
5/2/12,83.7114,106750312,82.8914,83.9142,82.6943
5/3/12,83.1171,97380669,84.3571,84.4857,82.9
5/4/12,80.75,132304520,82.44,82.6228,80.7385
5/7/12,81.3543,114959564,80.2143,81.8243,80.1757
5/8/12,81.1685,124080357,81.3685,81.6428,79.8185
5/9/12,81.3114,120022806,80.5285,81.9968,80.1214
5/10/12,81.5028,83026395,82.0828,82.2685,81.2058
5/11/12,80.9585,99653570,80.7143,82.0671,80.6214
5/14/12,79.7457,87975396,80.3671,81.0728,79.6571
5/15/12,79.0243,118859546,80.2071,80.46,78.8214
5/16/12,78.0107,139914782,79.15,79.5557,77.2914
5/17/12,75.7314,178603164,77.9014,78.2143,75.7314
5/18/12,75.7685,182773345,76.28,77.63,74.5971
5/21/12,80.1828,157250007,76.3571,80.22,76.2928
5/22/12,79.5671,173417772,81.3643,81.9828,78.94
5/23/12,81.5085,145594164,79.6428,81.8285,79.0328
5/24/12,80.76,123856147,82.2671,82.3571,80.1757
5/25/12,80.3271,81958125,80.6557,80.8357,79.7817
5/29/12,81.7528,94973228,81.5571,82,80.7585
5/30/12,82.7385,132188320,81.3143,82.8557,80.9371
5/31/12,82.5328,122817347,82.9628,83.0714,81.6371
6/1/12,80.1414,130080689,81.3085,81.8071,80.0743
6/4/12,80.6128,138991972,80.2143,81.0714,78.3571
6/5/12,80.4043,96944429,80.1814,80.9243,79.7614
6/6/12,81.6371,100135800,81.11,81.9785,80.7857
6/7/12,81.6743,94916808,82.47,82.4743,81.5
6/8/12,82.9028,86587996,81.6571,82.9405,81.2857
6/11/12,81.5957,147605824,83.96,84.0714,81.5185
6/12/12,82.3085,108784723,82.0657,82.3743,80.9571
6/13/12,81.7371,73380042,82.0743,82.64,81.4828
6/14/12,81.6471,86325986,81.6057,81.9285,81.0371
6/15/12,82.0185,83596545,81.5714,82.0885,81.3643
6/18/12,83.6828,109922713,81.5657,83.9843,81.4814
6/19/12,83.9157,90239127,83.3428,84.2857,83.3
6/20/12,83.6773,89706357,84.03,84.1785,82.9714
6/21/12,82.5243,81511944,83.6343,84.0314,82.4914
6/22/12,83.1571,70792001,82.72,83.17,82.2028
6/25/12,81.5378,75963043,82.4714,82.8285,81.4814
6/26/12,81.7178,69124972,81.6185,82.07,81.0471
6/27/12,82.0714,50737114,82.1428,82.3914,81.7028
6/28/12,81.2928,70572061,81.6671,82,80.8014
6/29/12,83.4285,105131912,82.5714,83.4285,82.0357
7/2/12,84.6457,99806940,83.5328,84.7814,83.3714
7/3/12,85.63,60428183,84.9828,85.7143,84.8571
7/5/12,87.1343,120978516,85.7943,87.7628,85.6643
7/6/12,86.5543,104693151,86.7271,86.92,85.94
7/9/12,87.6985,94701768,86.4714,87.7,86.3014
7/10/12,86.8871,127763688,88.2814,88.5528,86.4728
7/11/12,86.3471,117068665,86.5885,86.8085,85.3171
7/12/12,85.5571,106873442,85.7485,86.21,84.6685
7/13/12,86.4243,77827633,86.1357,86.7414,85.7143
7/16/12,86.7014,75263813,86.4457,87.3743,86.4314
7/17/12,86.7057,73378782,87.2557,87.3571,86.1643
7/18/12,86.6085,62685509,86.6557,86.9057,86.2228
7/19/12,87.76,108981913,87.3257,87.9071,86.5714
7/20/12,86.3285,99227200,87.5757,87.7771,86.2428
7/23/12,86.2614,121642186,84.9143,86.5571,83.9585
7/24/12,85.8457,137351661,86.7685,87.0971,85.5014
7/25/12,82.1385,219211506,82.0657,82.9714,81.4285
7/26/12,82.1257,101611050,82.8228,82.9143,81.48
7/27/12,83.5943,100956620,82.1443,83.69,81.6557
7/30/12,85.0043,94626868,84.4171,85.6343,83.9743
7/31/12,87.2514,115373055,86.1757,87.3857,86.1028
8/1/12,86.6871,96002719,87.9864,88.0571,86.1428
8/2/12,86.8271,83023385,86.12,87.2414,85.75
8/3/12,87.9571,86083296,87.6614,88.2828,87.3657
8/6/12,88.9357,75488233,88.1843,89.2668,87.8943
8/7/12,88.702,72558872,88.9671,89.2857,88.2914
8/8/12,88.5514,60970746,88.4843,89.1257,88.1571
8/9/12,88.6757,55081834,88.2643,88.8185,88.2571
8/10/12,88.8143,48726623,88.3871,88.8228,88.3857
8/13/12,90,69562052,89.0557,90,89.0357
8/14/12,90.2414,84939075,90.2671,91.23,90.03
8/15/12,90.1185,64307325,90.1857,90.5714,89.6785
8/16/12,90.9057,63601368,90.1728,90.9657,90.0714
8/17/12,92.5871,110457373,91.4285,92.5985,91.2585
8/20/12,95.0214,152992536,92.8585,95.0214,92.8428
8/21/12,93.7231,202792581,95.8314,96.4114,92.9043
8/22/12,95.5528,140900172,93.4885,95.5714,92.5871
8/23/12,94.6614,104855271,95.1585,95.7,94.45
8/24/12,94.746,107074132,94.2157,95.64,93.65
8/27/12,96.5257,106575802,97.1414,97.2671,96.22
8/28/12,96.4,66709096,96.4253,96.5857,95.8104
8/29/12,96.2094,50544551,96.4643,96.81,96.0857
8/30/12,94.8383,75514273,95.8057,95.9363,94.6933
8/31/12,95.0343,84463495,95.3214,95.5143,93.8928
9/4/12,96.4243,91805028,95.1085,96.4485,94.9285
9/5/12,95.7471,83949835,96.51,96.6214,95.6571
9/6/12,96.61,97738999,96.1671,96.8985,95.8285
9/7/12,97.2057,82228185,96.8643,97.4971,96.5385
9/10/12,94.6771,121551956,97.2071,97.6128,94.5857
9/11/12,94.37,125760918,95.0157,95.7285,93.7857
9/12/12,95.6843,177589913,95.2643,95.7,93.7143
9/13/12,97.5685,149262095,96.7671,97.9285,96.3957
9/14/12,98.7543,149877325,98.565,99.5685,98.27
9/17/12,99.9687,98918360,99.9071,99.9714,99.23
9/18/12,100.2728,93139368,99.9828,100.3328,99.4885
9/19/12,100.3,81575714,100.0371,100.57,99.9385
9/20/12,99.8143,83949835,99.88,100.0085,99.0885
9/21/12,100.0135,142582763,100.3443,100.7243,99.9088
9/24/12,98.6843,159435968,98.1228,99.3028,97.5714
9/25/12,96.22,129376629,98.3228,98.9685,96.1428
9/26/12,95.0257,144088393,95.5343,96.0985,94.4571
9/27/12,97.3314,148037514,94.8985,97.4528,94.3357
9/28/12,95.3007,133569490,96.9643,97.3014,95.25
10/1/12,94.1985,135694481,95.88,96.6785,93.7857
10/2/12,94.4728,156293037,94.5443,95.1928,92.95
10/3/12,95.9214,105850532,94.98,95.98,94.6614
10/4/12,95.2571,92516018,95.8928,96.3214,95.0785
10/5/12,93.2271,148189554,95.0285,95.1428,93.04
10/8/12,91.1671,159189568,92.4114,92.5085,90.8728
10/9/12,90.8357,209390853,91.2357,91.4985,89.0785
10/10/12,91.5585,127322338,91.3914,92.14,91
10/11/12,89.7285,136341211,92.3571,92.4571,89.7285
10/12/12,89.9591,114883754,89.9371,90.7685,89.3285
10/15/12,90.68,107948432,90.3357,90.7328,89.1214
10/16/12,92.8275,137208791,90.7671,92.9,90.1428
10/17/12,92.0876,97195099,92.6957,93.2557,92
10/18/12,90.3771,119025656,91.37,91.7228,90
10/19/12,87.12,185618286,90.15,90.2528,87.0885
10/22/12,90.5757,136374671,87.4885,90.7685,87.2514
10/23/12,87.6222,176497913,90.1428,90.5571,87.3857
10/24/12,88.1185,139246492,88.7771,89.5071,87.2343
10/25/12,87.0768,159313328,88.5714,88.8571,86.5071
10/26/12,86.2857,254608276,87.0614,87.7143,84.4285
10/31/12,85.0457,127361118,84.9828,85.9943,83.9571
11/1/12,85.22,90287637,85.46,86.1428,84.8814
11/2/12,82.4,149722555,85.1271,85.2785,82.1071
11/5/12,83.5173,132221850,83.3593,83.9671,82.5143
11/6/12,83.2642,93580438,84.3185,84.3914,82.87
11/7/12,79.7145,198152419,81.9764,82.0771,79.3928
11/8/12,76.8214,263467059,80.09,80.3185,76.47
11/9/12,78.1514,232298080,77.2028,79.2685,76.2457
11/12/12,77.5471,128801509,79.1643,79.2143,76.95
11/13/12,77.5568,133201920,76.9871,78.64,76.6228
11/14/12,76.6971,119026076,77.9285,78.2071,76.5971
11/15/12,75.0885,197157859,76.79,77.0714,74.66
11/16/12,75.3825,316194785,75.0285,75.7143,72.25
11/19/12,80.8185,205441312,77.2443,81.0714,77.1257
11/20/12,80.1305,160537558,81.7014,81.7071,79.2257
11/21/12,80.2428,93231278,80.6071,81.0528,79.5143
11/23/12,81.6428,68206599,81.0243,81.7143,80.3714
11/26/12,84.2185,157238387,82.2714,84.2857,81.9585
11/27/12,83.54,133099650,84.2214,84.3457,82.8714
11/28/12,83.2771,130112749,82.4671,83.6857,81.7514
11/29/12,84.1943,128394879,84.3164,84.8928,83.6071
11/30/12,83.6114,97622309,83.8271,84.0571,83.24
12/3/12,83.7414,90911547,84.8071,84.9414,83.6428
12/4/12,82.2636,138712182,83.1143,83.1143,81.7328
12/5/12,76.9703,259803118,81.2728,81.3214,76.9671
12/6/12,78.1778,294065958,75.5628,79.0443,74.09
12/7/12,76.1785,196603459,79.0571,79.3143,75.7143
12/10/12,75.6887,157477787,75,76.93,74.5114
12/11/12,77.3411,147820794,77.11,78.5085,76.7671
12/12/12,77,121630216,78.2528,78.2857,76.61
12/13/12,75.67,155971877,75.8785,76.8057,75.1143
12/14/12,72.8277,252115436,73.5357,74.0188,72.2257
12/17/12,74.1185,189181917,72.7043,74.2857,71.6043
12/18/12,76.2714,156143657,75,76.4143,74.3214
12/19/12,75.1871,112061074,75.9243,76.2428,75.0714
12/20/12,74.5329,120153986,75.7143,75.7428,74.1257
12/21/12,74.19,148609695,73.21,74.2385,72.8914
12/24/12,74.3097,43936990,74.3357,74.8928,74.1014
12/26/12,73.2856,75475003,74.1428,74.2085,73.0171
12/27/12,73.58,113575314,73.3628,73.75,72.0943
12/28/12,72.7984,88117426,72.8985,73.4971,72.5885
12/31/12,76.0247,164519649,72.9328,76.4857,72.7143
1/2/13,78.4328,139906732,79.1171,79.2857,77.3757
1/3/13,77.4422,88054216,78.2685,78.5243,77.2857
1/4/13,75.2857,148374285,76.7093,76.9471,75.1183
1/7/13,74.8428,120838376,74.5714,75.6143,73.6
1/8/13,75.0443,114451364,75.6014,75.9843,74.4643
1/9/13,73.8714,101748741,74.6428,75.0007,73.7128
1/10/13,74.7871,149986665,75.5071,75.5314,73.6457
1/11/13,74.3285,87569116,74.4285,75.0457,74.1457
1/14/13,71.6785,183021145,71.8114,72.5,71.2157
1/15/13,69.4171,217802615,71.1857,71.2843,69.0543
1/16/13,72.2985,172393952,70.6628,72.7771,70.3571
1/17/13,71.8114,112900444,72.9014,72.9643,71.7185
1/18/13,71.4285,116987465,71.2166,71.7457,70.9143
1/22/13,72.11,114745924,72.08,72.5543,70.9471
1/23/13,73.4293,191090117,72.6871,73.57,72.11
1/24/13,64.3571,364459099,65.7143,66.5328,64.3214
1/25/13,62.84,301617420,64.5271,65.1757,62.1428
1/28/13,64.2614,195771859,62.5464,64.7443,62.2657
1/29/13,65.4671,142486933,65.5,65.7428,64.5886
1/30/13,65.2614,104140851,65.2857,66.0857,64.9286
1/31/13,65.07,79445474,65.2828,65.6114,64.9971
2/1/13,64.8028,134704470,65.5871,65.64,64.05
2/4/13,63.188,119044766,64.8443,65.1343,63.1428
2/5/13,65.4063,142959083,63.4357,65.6771,63.1743
2/6/13,65.3357,148003914,65.21,66.6428,64.6543
2/7/13,66.8886,175627813,66.1786,67.1428,64.8743
2/8/13,67.8543,158143417,67.7143,68.4014,66.8928
2/11/13,68.5614,128206578,68.0714,69.2771,67.6071
2/12/13,66.8428,151743386,68.5014,68.9114,66.8206
2/13/13,66.7157,118682866,66.7443,67.6628,66.1743
2/14/13,66.6557,88785717,66.36,67.3771,66.2886
2/15/13,65.7371,97873819,66.9786,67.1657,65.7028
2/19/13,65.7128,108820003,65.8714,66.1043,64.8357
2/20/13,64.1214,118823076,65.3843,65.3843,64.1143
2/21/13,63.7228,111563653,63.7143,64.1671,63.26
2/22/13,64.4014,82560265,64.1786,64.5143,63.8
2/25/13,63.2571,92813518,64.8357,65.0171,63.2243
2/26/13,64.1386,125040618,63.4028,64.5057,62.5228
2/27/13,63.51,146554914,64.0614,64.6343,62.95
2/28/13,63.0571,80512484,63.4357,63.9814,63.0571
3/1/13,61.4957,137819681,62.5714,62.5971,61.4257
3/4/13,60.0071,144332343,61.1143,61.1714,59.8571
3/5/13,61.592,159227158,60.2114,62.17,60.1071
3/6/13,60.8088,114860374,62.0728,62.1786,60.6328
3/7/13,61.5117,116969895,60.6428,61.7157,60.1514
3/8/13,61.6743,97466769,61.4,62.2043,61.23
3/11/13,62.5528,118221425,61.3928,62.7157,60.7343
3/12/13,61.2043,116142145,62.2286,62.6971,61.0814
3/13/13,61.1928,101314460,61.2071,62.0714,60.7657
3/14/13,61.7857,75801483,61.8328,62.0914,61.4928
3/15/13,63.38,160587468,62.5614,63.4614,62.4643
3/18/13,65.1028,149961185,63.0643,65.3514,63.0286
3/19/13,64.9271,131468929,65.6428,65.8528,64.0714
3/20/13,64.5828,76980353,65.3457,65.3757,64.2271
3/21/13,64.6757,95484439,64.3171,65.4257,64.3
3/22/13,65.9871,98261129,64.94,66.0143,64.73
3/25/13,66.2257,124980207,66.3843,67.1357,65.9686
3/26/13,65.8766,73390892,66.4914,66.5485,65.79
3/27/13,64.5828,81772975,65.2086,65.2571,64.39
3/28/13,63.2371,110618443,64.26,64.5456,63.0886
4/1/13,61.2728,97168149,63.1286,63.3854,61.1057
4/2/13,61.3988,132255450,61.0857,62.5914,60.9143
4/3/13,61.7128,90550837,61.6243,62.4686,61.4728
4/4/13,61.1028,89574827,61.9657,62.1428,60.75
4/5/13,60.4571,95724469,60.6428,60.7071,59.9543
4/8/13,60.8871,75145863,60.6928,61.0714,60.3557
4/9/13,60.9971,76595913,60.9086,61.2143,60.3928
4/10/13,62.2414,93883258,61.1571,62.4371,60.8586
4/11/13,62.0471,82064315,61.96,62.57,61.6
4/12/13,61.4,59634201,62.0214,62.0214,61.2986
4/15/13,59.9786,79101214,61,61.1271,59.9357
4/16/13,60.8914,76203143,60.2243,60.9443,60.0814
4/17/13,57.5428,236094111,60.0386,60.0857,56.8728
4/18/13,56.0071,166414970,57.8557,57.97,55.6774
4/19/13,55.79,152132166,55.4243,57.0857,55.0143
4/22/13,56.9528,107226032,56.0914,57.4571,55.8964
4/23/13,58.0186,150492275,57.7128,58.3401,56.9728
4/24/13,57.9231,242352533,56.22,59.3214,56.0714
4/25/13,58.34,95958899,58.7464,59.1343,58.1428
4/26/13,59.6007,190977767,58.5443,59.8241,58.3214
4/29/13,61.4457,159929048,60.0643,61.9453,60
4/30/13,63.2543,172699362,62.1571,63.6071,61.7243
5/1/13,62.7557,126694438,63.4943,63.5614,62.0557
5/2/13,63.6457,105409532,63.1114,64.0843,62.9471
5/3/13,64.2828,90287637,64.4728,64.7471,64.1643
5/6/13,65.8157,123979417,65.1014,66.0286,64.9014
5/7/13,65.5226,120467656,66.4243,66.5357,64.8143
5/8/13,66.2628,117977895,65.5771,66.4814,65.1157
5/9/13,65.2528,99448260,65.6871,66.1428,65.0828
5/10/13,64.71,83615305,65.4243,65.6728,64.3543
5/13/13,64.9628,79216224,64.5014,65.4143,64.5
