date,INTC
10/17/13,23.92
10/16/13,23.695
10/15/13,23.39
10/14/13,23.45
10/11/13,23.255
10/10/13,23.1
10/9/13,22.59
10/8/13,22.48
10/7/13,22.83
10/4/13,22.81
10/3/13,22.6
10/2/13,22.885
10/1/13,22.83
9/30/13,22.921
9/27/13,22.98
9/26/13,23.41
9/25/13,23.7
9/24/13,23.705
9/23/13,23.62
9/20/13,23.769
9/19/13,23.915
9/18/13,23.9
9/17/13,23.74
9/16/13,23.39
9/13/13,23.44
9/12/13,22.63
9/11/13,22.81
9/10/13,22.985
9/9/13,22.91
9/6/13,22.67
9/5/13,22.6
9/4/13,22.635
9/3/13,22.067
8/30/13,21.98
8/29/13,22.06
8/28/13,22.285
8/27/13,22.191
8/26/13,22.275
8/23/13,22.44
8/22/13,22.26
8/21/13,22.17
8/20/13,22.523
8/19/13,22.28
8/16/13,21.915
8/15/13,22.03
8/14/13,22.57
8/13/13,22.52
8/12/13,22.64
8/9/13,22.51
8/8/13,22.45
8/7/13,22.7
8/6/13,22.8
8/5/13,22.924
8/2/13,23.22
8/1/13,23.2
7/31/13,23.335
7/30/13,23.38
7/29/13,23.24
7/26/13,23.26
7/25/13,23.06
7/24/13,22.93
7/23/13,22.75
7/22/13,22.77
7/19/13,23.04
7/18/13,23.244
7/17/13,24.15
7/16/13,24.25
7/15/13,23.94
7/12/13,23.9
7/11/13,23.99
7/10/13,23.25
7/9/13,23.135
7/8/13,23.185
7/5/13,24.06
7/3/13,23.762
7/2/13,23.72
7/1/13,23.886
6/28/13,24.23
6/27/13,24.05
6/26/13,24.005
6/25/13,23.88
6/24/13,23.58
6/21/13,24.195
6/20/13,24.185
6/19/13,25
6/18/13,25.465
6/17/13,25.1
6/14/13,24.92
6/13/13,24.99
6/12/13,24.46
6/11/13,24.71
6/10/13,25.01
6/7/13,24.59
6/6/13,24.65
6/5/13,24.7
6/4/13,25.36
6/3/13,25.24
5/31/13,24.28
5/30/13,24.21
5/29/13,24.27
5/28/13,24.08
5/24/13,23.923
5/23/13,24.05
5/22/13,24.07
5/21/13,24.15
5/20/13,24.08
5/17/13,24.04
5/16/13,23.94
5/15/13,24.2
5/14/13,23.84
5/13/13,24.08
5/10/13,24.5
5/9/13,24.36
5/8/13,24.25
5/7/13,24.15
5/6/13,23.91
5/3/13,23.96
5/2/13,24.11
5/1/13,23.99
4/30/13,23.95
4/29/13,23.76
4/26/13,23.4
4/25/13,23.38
4/24/13,23.66
4/23/13,23.375
4/22/13,22.88
4/19/13,22.44
4/18/13,22.24
4/17/13,21.93
4/16/13,21.915
4/15/13,21.38
4/12/13,21.675
4/11/13,21.825
4/10/13,22.26
4/9/13,21.75
4/8/13,21.09
4/5/13,20.94
4/4/13,21.135
4/3/13,21.05
4/2/13,21.455
4/1/13,21.43
3/28/13,21.835
3/27/13,21.83
3/26/13,21.765
3/25/13,21.15
3/22/13,21.33
3/21/13,21.04
3/20/13,21.18
3/19/13,21.14
3/18/13,21.26
3/15/13,21.375
3/14/13,21.65
3/13/13,21.655
3/12/13,21.64
3/11/13,21.69
3/8/13,21.58
3/7/13,21.89
3/6/13,21.75
3/5/13,21.51
3/4/13,21.27
3/1/13,21.03
2/28/13,20.88
2/27/13,20.93
2/26/13,20.58
2/25/13,20.23
2/22/13,20.42
2/21/13,20.25
2/20/13,20.73
2/19/13,21.085
2/15/13,21.115
2/14/13,21.23
2/13/13,21.25
2/12/13,21.19
2/11/13,21.03
2/8/13,21
2/7/13,20.81
2/6/13,20.99
2/5/13,21.1784
2/4/13,21.16
2/1/13,21.355
1/31/13,21.04
1/30/13,21.37
1/29/13,21.28
1/28/13,21.05
1/25/13,20.96
1/24/13,20.95
1/23/13,21.11
1/22/13,21.17
1/18/13,21.25
1/17/13,22.68
1/16/13,22.11
1/15/13,21.88
1/14/13,21.999
1/11/13,22
1/10/13,21.8
1/9/13,21.45
1/8/13,21.09
1/7/13,21.25
1/4/13,21.16
1/3/13,21.32
1/2/13,21.38
12/31/12,20.62
12/28/12,20.23
12/27/12,20.51
12/26/12,20.65
12/24/12,20.64
12/21/12,20.765
12/20/12,21.0293
12/19/12,21.1
12/18/12,20.96
12/17/12,20.57
12/14/12,20.5267
12/13/12,20.49
12/12/12,20.67
12/11/12,20.65
12/10/12,20.08
12/7/12,20.155
12/6/12,20.16
12/5/12,19.85
12/4/12,19.9694
12/3/12,19.54
11/30/12,19.565
11/29/12,19.53
11/28/12,20.09
11/27/12,19.93
11/26/12,19.885
11/23/12,19.72
11/21/12,19.36
11/20/12,19.5132
11/19/12,20.25
11/16/12,20.19
11/15/12,20.03
11/14/12,19.96
11/13/12,20.28
11/12/12,20.765
11/9/12,20.8
11/8/12,20.83
11/7/12,20.91
11/6/12,21.73
11/5/12,21.8391
11/2/12,22.06
11/1/12,22.26
10/31/12,21.63
10/26/12,21.95
10/25/12,21.69
10/24/12,21.46
10/23/12,21.59
10/22/12,21.46
10/19/12,21.265
10/18/12,21.67
10/17/12,21.79
10/16/12,22.35
10/15/12,21.73
10/12/12,21.4803
10/11/12,21.68
10/10/12,21.76
10/9/12,21.9
10/8/12,22.51
10/5/12,22.68
10/4/12,22.465
10/3/12,22.55
10/2/12,22.84
10/1/12,22.755
9/28/12,22.655
9/27/12,23.085
9/26/12,22.645
9/25/12,22.535
9/24/12,22.795
9/21/12,23.125
9/20/12,23.1788
9/19/12,23.15
9/18/12,23.37
9/17/12,23.31
9/14/12,23.37
9/13/12,23.355
9/12/12,23.19
9/11/12,23.34
9/10/12,23.26
9/7/12,24.19
9/6/12,25.095
9/5/12,24.39
9/4/12,24.415
8/31/12,24.83
8/30/12,24.27
8/29/12,24.668
8/28/12,25
8/27/12,24.84
8/24/12,24.91
8/23/12,25.04
8/22/12,25.73
8/21/12,26.11
8/20/12,26.23
8/17/12,26.33
8/16/12,26.59
8/15/12,26.27
8/14/12,26.48
8/13/12,26.69
8/10/12,26.88
8/9/12,26.7
8/8/12,26.6
8/7/12,26.5
8/6/12,26.31
8/3/12,26.23
8/2/12,25.91
8/1/12,25.93
7/31/12,25.7
7/30/12,25.76
7/27/12,26.02
7/26/12,25.5
7/25/12,25.13
7/24/12,25.005
7/23/12,25.26
7/20/12,25.52
7/19/12,26.06
7/18/12,26.21
7/17/12,25.38
7/16/12,25.13
7/13/12,25.25
7/12/12,24.74
7/11/12,25.39
7/10/12,25.56
7/9/12,26.17
7/6/12,26.155
7/5/12,26.55
7/3/12,26.86
7/2/12,26.665
6/29/12,26.65
6/28/12,25.83
6/27/12,26.22
6/26/12,26.005
6/25/12,26.05
6/22/12,26.935
6/21/12,26.71
6/20/12,27.64
6/19/12,27.51
6/18/12,27.42
6/15/12,27.34
6/14/12,26.98
6/13/12,26.54
6/12/12,26.52
6/11/12,25.985
6/8/12,26.41
6/7/12,25.94
6/6/12,26.07
6/5/12,25.43
6/4/12,25.04
6/1/12,25.14
5/31/12,25.84
5/30/12,26.13
5/29/12,26.09
5/25/12,25.74
5/24/12,25.65
5/23/12,25.44
5/22/12,26.03
5/21/12,26.15
5/18/12,26.07
5/17/12,26.19
5/16/12,26.495
5/15/12,26.88
5/14/12,27.015
5/11/12,27.63
5/10/12,27.24
5/9/12,27.19
5/8/12,27.37
5/7/12,27.76
5/4/12,27.9
5/3/12,28.56
5/2/12,29.18
5/1/12,28.95
4/30/12,28.395
4/27/12,28.38
4/26/12,28.22
4/25/12,27.86
4/24/12,27.31
4/23/12,27.45
4/20/12,27.6
4/19/12,27.69
4/18/12,27.95
4/17/12,28.47
4/16/12,28.405
4/13/12,28.09
4/12/12,28.48
4/11/12,27.85
4/10/12,27.45
4/9/12,27.76
4/5/12,28.07
4/4/12,27.93
4/3/12,28.11
4/2/12,28.38
3/30/12,28.115
3/29/12,28.16
3/28/12,27.8
3/27/12,28.19
3/26/12,28.19
3/23/12,27.875
3/22/12,27.895
3/21/12,27.775
3/20/12,27.75
3/19/12,27.74
3/16/12,27.73
3/15/12,27.75
3/14/12,27.46
3/13/12,27.49
3/12/12,26.985
3/9/12,27.07
3/8/12,26.84
3/7/12,26.91
3/6/12,26.605
3/5/12,26.54
3/2/12,26.915
3/1/12,26.86
2/29/12,26.88
2/28/12,27.24
2/27/12,26.89
2/24/12,26.7
2/23/12,26.66
2/22/12,26.73
2/21/12,27.16
2/17/12,27.37
2/16/12,26.825
2/15/12,26.58
2/14/12,26.78
2/13/12,26.7
2/10/12,26.695
2/9/12,26.86
2/8/12,26.85
2/7/12,26.64
2/6/12,26.72
2/3/12,26.74
2/2/12,26.49
2/1/12,26.55
1/31/12,26.42
1/30/12,26.74
1/27/12,26.73
1/26/12,26.75
1/25/12,26.9
1/24/12,26.895
1/23/12,26.71
1/20/12,26.38
1/19/12,25.63
1/18/12,25.39
1/17/12,25.04
1/13/12,25.14
1/12/12,25.75
1/11/12,25.8
1/10/12,25.59
1/9/12,25.465
1/6/12,25.25
1/5/12,25.4
1/4/12,25.11
1/3/12,24.54
12/30/11,24.25
12/29/11,24.55
12/28/11,24.225
12/27/11,24.56
12/23/11,24.4
12/22/11,24.02
12/21/11,23.68
12/20/11,23.84
12/19/11,23.095
12/16/11,23.23
12/15/11,23.31
12/14/11,23.31
12/13/11,23.56
12/12/11,24
12/9/11,25.01
12/8/11,24.71
12/7/11,25.66
12/6/11,25.35
12/5/11,25.01
12/2/11,24.64
12/1/11,24.92
11/30/11,24.91
11/29/11,23.58
11/28/11,23.46
11/25/11,22.73
11/23/11,22.7
11/22/11,23.24
11/21/11,23.57
11/18/11,24.29
11/17/11,24.34
11/16/11,24.94
11/15/11,25.34
11/14/11,24.63
11/11/11,24.85
11/10/11,24.06
11/9/11,23.84
11/8/11,24.75
11/7/11,24.28
11/4/11,23.74
11/3/11,24.2
11/2/11,23.85
11/1/11,23.9
10/31/11,24.54
10/28/11,24.98
10/27/11,25.13
10/26/11,24.7
10/25/11,24.63
10/24/11,24.59
10/21/11,24.03
10/20/11,23.61
10/19/11,24.24
10/18/11,23.4
10/17/11,23.28
10/14/11,23.5
10/13/11,23.39
10/12/11,23.12
10/11/11,22.99
10/10/11,22.88
10/7/11,22.29
10/6/11,22.03
10/5/11,21.85
10/4/11,21.22
10/3/11,20.62
9/30/11,21.335
9/29/11,22.21
9/28/11,22.31
9/27/11,22.54
9/26/11,22.24
9/23/11,22.16
9/22/11,21.615
9/21/11,21.94
9/20/11,22.2
9/19/11,21.93
9/16/11,21.97
9/15/11,21.54
9/14/11,21.115
9/13/11,20.76
9/12/11,20.28
9/9/11,19.7
9/8/11,19.895
9/7/11,20.08
9/6/11,19.54
9/2/11,19.64
9/1/11,19.99
8/31/11,20.13
8/30/11,20.24
8/29/11,20.295
8/26/11,19.77
8/25/11,19.42
8/24/11,19.8
8/23/11,19.71
8/22/11,19.38
8/19/11,19.19
8/18/11,19.77
8/17/11,20.67
8/16/11,20.79
8/15/11,20.89
8/12/11,20.65
8/11/11,20.76
8/10/11,19.93
8/9/11,20.6
8/8/11,20.11
8/5/11,20.79
8/4/11,20.85
8/3/11,21.81
8/2/11,21.72
8/1/11,22.24
7/29/11,22.33
7/28/11,22.55
7/27/11,22.53
7/26/11,22.895
7/25/11,23.03
7/22/11,23.13
7/21/11,22.81
7/20/11,22.99
7/19/11,23.06
7/18/11,22.28
7/15/11,22.37
7/14/11,22.27
7/13/11,22.48
7/12/11,22.45
7/11/11,22.85
7/8/11,23.09
7/7/11,23.23
7/6/11,22.75
7/5/11,22.44
7/1/11,22.53
6/30/11,22.16
6/29/11,21.39
6/28/11,21.49
6/27/11,21.34
6/24/11,21.2
6/23/11,21.71
6/22/11,21.395
6/21/11,21.65
6/20/11,21.325
6/17/11,21.19
6/16/11,21.42
6/15/11,21.42
6/14/11,21.82
6/13/11,21.385
6/10/11,21.38
6/9/11,21.76
6/8/11,21.82
6/7/11,22.06
6/6/11,21.829
6/3/11,21.73
6/2/11,22.085
6/1/11,22
5/31/11,22.51
5/27/11,22.21
5/26/11,22.5
5/25/11,22.68
5/24/11,22.61
5/23/11,22.86
5/20/11,23.22
5/19/11,23.54
5/18/11,23.88
5/17/11,23.55
5/16/11,23.64
5/13/11,23.41
5/12/11,23.705
5/11/11,23.41
5/10/11,23.03
5/9/11,22.76
5/6/11,23.25
5/5/11,23.61
5/4/11,23.5
5/3/11,23.23
5/2/11,22.91
4/29/11,23.15
4/28/11,22.8
4/27/11,22.63
4/26/11,22.48
4/25/11,21.94
4/21/11,21.46
4/20/11,21.41
4/19/11,19.86
4/18/11,19.62
4/15/11,19.75
4/14/11,19.58
4/13/11,19.78
4/12/11,19.76
4/11/11,20.12
4/8/11,20.02
4/7/11,20.03
4/6/11,19.95
4/5/11,19.71
4/4/11,19.49
4/1/11,19.72
3/31/11,20.18
3/30/11,20.46
3/29/11,20.28
3/28/11,20.34
3/25/11,20.37
3/24/11,20.38
3/23/11,20.29
3/22/11,20.145
3/21/11,20.19
3/18/11,19.93
3/17/11,19.9
3/16/11,19.8075
3/15/11,20.18
3/14/11,20.84
3/11/11,20.87
3/10/11,20.79
3/9/11,21.2
3/8/11,21.13
3/7/11,21.21
3/4/11,21.56
3/3/11,21.79
3/2/11,21.49
3/1/11,21.39
2/28/11,21.47
2/25/11,21.86
2/24/11,21.285
2/23/11,21.15
2/22/11,21.81
2/18/11,22.14
2/17/11,21.97
2/16/11,21.75
2/15/11,21.45
2/14/11,21.57
2/11/11,21.76
2/10/11,21.8
2/9/11,21.46
2/8/11,21.635
2/7/11,21.69
2/4/11,21.68
2/3/11,21.57
2/2/11,21.56
2/1/11,21.48
1/31/11,21.46
1/28/11,21.46
1/27/11,21.75
1/26/11,21.75
1/25/11,21.55
1/24/11,21.24
1/21/11,20.82
1/20/11,20.95
1/19/11,21.01
1/18/11,21.0825
1/14/11,21.08
1/13/11,21.29
1/12/11,21.3025
1/11/11,21.05
1/10/11,20.69
1/7/11,20.66
1/6/11,20.77
1/5/11,20.94
1/4/11,21.15
1/3/11,20.85
12/31/10,21.03
12/30/10,21.02
12/29/10,20.94
12/28/10,20.88
12/27/10,20.84
12/23/10,20.84
12/22/10,20.89
12/21/10,21.1
12/20/10,21.23
12/17/10,21.46
12/16/10,21.3
12/15/10,21.28
12/14/10,21.47
12/13/10,21.5
12/10/10,21.91
12/9/10,21.81
12/8/10,21.82
12/7/10,21.58
12/6/10,21.7
12/3/10,21.69
12/2/10,21.7
12/1/10,21.48
11/30/10,21.1575
11/29/10,21.33
11/26/10,21.34
11/24/10,21.3875
11/23/10,21.0875
11/22/10,21.25
11/19/10,21.135
11/18/10,21.015
11/17/10,21.08
11/16/10,21.07
11/15/10,21.295
11/12/10,21.53
11/11/10,21.21
11/10/10,21.04
11/9/10,21.16
11/8/10,21.23
11/5/10,21.24
11/4/10,20.97
11/3/10,20.48
11/2/10,20.34
11/1/10,20.57
10/29/10,20.05
10/28/10,20.47
10/27/10,20.19
10/26/10,20.04
10/25/10,19.87
10/22/10,19.835
10/21/10,19.76
10/20/10,19.64
10/19/10,19.21
10/18/10,19.19
10/15/10,19.32
10/14/10,19.32
10/13/10,19.24
10/12/10,19.77
10/11/10,19.56
10/8/10,19.52
10/7/10,19.4
10/6/10,19.31
10/5/10,19.15
10/4/10,18.87
10/1/10,19.32
9/30/10,19.2
9/29/10,19.24
9/28/10,19.505
9/27/10,19.235
9/24/10,19.4225
9/23/10,18.98
9/22/10,19.01
9/21/10,19.14
9/20/10,18.9301
9/17/10,18.81
9/16/10,18.97
9/15/10,18.72
9/14/10,18.74
9/13/10,18.5575
9/10/10,17.97
9/9/10,18
9/8/10,17.9
9/7/10,18.12
9/3/10,18.43
9/2/10,18.28
9/1/10,18.14
8/31/10,17.665
8/30/10,17.96
8/27/10,18.37
8/26/10,18.18
8/25/10,18.48
8/24/10,18.405
8/23/10,18.7
8/20/10,18.91
8/19/10,18.9
8/18/10,19.59
8/17/10,19.53
8/16/10,19.47
8/13/10,19.15
8/12/10,19.45
8/11/10,19.425
8/10/10,19.82
8/9/10,20.65
8/6/10,20.65
8/5/10,20.67
8/4/10,20.73
8/3/10,20.87
8/2/10,21.15
7/30/10,20.6
7/29/10,21.03
7/28/10,21.33
7/27/10,21.58
7/26/10,21.71
7/23/10,21.69
7/22/10,21.78
7/21/10,21.26
7/20/10,21.65
7/19/10,21.59
7/16/10,21.02
7/15/10,21.51
7/14/10,21.36
7/13/10,21.01
7/12/10,20.57
7/9/10,20.24
7/8/10,20.1
7/7/10,20.1425
7/6/10,19.481
7/2/10,19.2
7/1/10,19.25
6/30/10,19.45
6/29/10,19.79
6/28/10,20.36
6/25/10,20.0325
6/24/10,20.32
6/23/10,20.81
6/22/10,20.98
6/21/10,21.19
6/18/10,21.4
6/17/10,21.52
6/16/10,21.489
6/15/10,21.48
6/14/10,20.89
6/11/10,20.64
6/10/10,20.55
6/9/10,19.93
6/8/10,20.18
6/7/10,20.3075
6/4/10,20.945
6/3/10,21.9
6/2/10,21.81
6/1/10,21.18
5/28/10,21.42
5/27/10,21.76
5/26/10,20.7
5/25/10,20.85
5/24/10,20.67
5/21/10,20.9075
5/20/10,20.79
5/19/10,21.6
5/18/10,21.43
5/17/10,22.02
5/14/10,21.89
5/13/10,22.5
5/12/10,23.09
5/11/10,22.28
5/10/10,22.55
5/7/10,21.31
5/6/10,21.51
5/5/10,22.1725
5/4/10,22.56
5/3/10,23.26
4/30/10,22.84
4/29/10,23.49
4/28/10,23.26
4/27/10,23.35
4/26/10,23.82
4/23/10,24.04
4/22/10,23.99
4/21/10,23.8
4/20/10,24.12
4/19/10,24
4/16/10,23.92
4/15/10,24.221
4/14/10,23.52
4/13/10,22.7699
4/12/10,22.539
4/9/10,22.55
4/8/10,22.31
4/7/10,22.45
4/6/10,22.4
4/5/10,22.59
4/1/10,22.39
3/31/10,22.29
3/30/10,22.34
3/29/10,22.33
3/26/10,22.24
3/25/10,22.35
3/24/10,22.43
3/23/10,22.6725
3/22/10,22.24
3/19/10,21.9925
3/18/10,22.2
3/17/10,22.2425
3/16/10,22.01
3/15/10,21.17
3/12/10,21.27
3/11/10,21.25
3/10/10,21.19
3/9/10,20.94
3/8/10,20.77
3/5/10,20.79
3/4/10,20.53
3/3/10,20.52
3/2/10,20.6975
3/1/10,20.87
2/26/10,20.53
2/25/10,20.63
2/24/10,20.7
2/23/10,20.388
2/22/10,20.87
2/19/10,20.82
2/18/10,20.84
2/17/10,20.66
2/16/10,20.72
2/12/10,20.43
2/11/10,20.06
2/10/10,19.69
2/9/10,19.65
2/8/10,19.35
2/5/10,19.47
2/4/10,19.02
2/3/10,19.68
2/2/10,19.91
2/1/10,19.61
1/29/10,19.4
1/28/10,19.92
1/27/10,20.24
1/26/10,20
1/25/10,20.32
1/22/10,19.91
1/21/10,20.84
1/20/10,21.08
1/19/10,21.05
1/15/10,20.8
1/14/10,21.48
1/13/10,20.96
1/12/10,20.608
1/11/10,20.95
1/8/10,20.83
1/7/10,20.6
1/6/10,20.8
1/5/10,20.87
1/4/10,20.88
12/31/09,20.4
12/30/09,20.59
12/29/09,20.402
12/28/09,20.3
12/24/09,20.33
12/23/09,20.1
12/22/09,20.04
12/21/09,20.09
12/18/09,19.63
12/17/09,19.07
12/16/09,19.38
12/15/09,19.8
12/14/09,19.98
12/11/09,19.9
12/10/09,20.15
12/9/09,20.01
12/8/09,19.99
12/7/09,20.37
12/4/09,20.46
12/3/09,19.87
12/2/09,19.72
12/1/09,19.66
11/30/09,19.2
11/27/09,19.11
11/25/09,19.34
11/24/09,19.39
11/23/09,19.4
11/20/09,19.24
11/19/09,19.3
11/18/09,20.12
11/17/09,20.32
11/16/09,20.23
11/13/09,19.82
11/12/09,19.68
11/11/09,19.84
11/10/09,19.5
11/9/09,19.46
11/6/09,18.93
11/5/09,18.89
11/4/09,18.59
11/3/09,18.5
11/2/09,19.01
10/30/09,19.11
10/29/09,19.22
10/28/09,19.03
10/27/09,19.74
10/26/09,19.83
10/23/09,19.78
10/22/09,20.12
10/21/09,19.859
10/20/09,20.18
10/19/09,20.41
10/16/09,20.18
10/15/09,20.67
10/14/09,20.831
10/13/09,20.49
10/12/09,20.4
10/9/09,20.17
10/8/09,19.88
10/7/09,19.75
10/6/09,19.63
10/5/09,19.1
10/2/09,18.97
10/1/09,18.9
9/30/09,19.57
9/29/09,19.48
9/28/09,19.74
9/25/09,19.37
9/24/09,19.54
9/23/09,19.88
9/22/09,19.53
9/21/09,19.54
9/18/09,19.56
9/17/09,19.41
9/16/09,19.65
9/15/09,19.55
9/14/09,19.36
9/11/09,19.51
9/10/09,19.76
9/9/09,19.93
9/8/09,19.8
9/4/09,19.64
9/3/09,19.42
9/2/09,19.47
9/1/09,19.72
8/31/09,20.32
8/28/09,20.25
8/27/09,19.47
8/26/09,19.43
8/25/09,19.1
8/24/09,18.76
8/21/09,18.8901
8/20/09,18.71
8/19/09,18.8
8/18/09,18.772
8/17/09,18.45
8/14/09,18.77
8/13/09,19.05
8/12/09,18.81
8/11/09,18.64
8/10/09,18.76
8/7/09,18.5
8/6/09,18.7
8/5/09,18.86
8/4/09,19.32
8/3/09,19.37
7/31/09,19.25
7/30/09,19.33
7/29/09,19.4
7/28/09,19.37
7/27/09,19.47
7/24/09,19.36
7/23/09,19.48
7/22/09,19.14
7/21/09,18.9
7/20/09,18.9
7/17/09,18.79
7/16/09,18.5
7/15/09,18.05
7/14/09,16.83
7/13/09,16.49
7/10/09,16.04
7/9/09,16.02
7/8/09,15.94
7/7/09,16.25
7/6/09,16.54
7/2/09,16.72
7/1/09,17.04
6/30/09,16.55
6/29/09,16.38
6/26/09,16.29
6/25/09,16.31
6/24/09,16.1
6/23/09,15.81
6/22/09,15.68
6/19/09,16.01
6/18/09,15.87
6/17/09,16.14
6/16/09,15.86
6/15/09,15.98
6/12/09,16.31
6/11/09,16.35
6/10/09,16.46
6/9/09,16.42
6/8/09,15.92
6/5/09,15.92
6/4/09,16.13
6/3/09,15.94
6/2/09,16.19
6/1/09,16.5
5/29/09,15.72
5/28/09,15.72
5/27/09,15.46
5/26/09,15.48
5/22/09,15.05
5/21/09,15.18
5/20/09,15.58
5/19/09,15.65
5/18/09,15.52
5/15/09,15.19
5/14/09,15.54
